communityn,detailaddr,area_id,districtna,zone_numbe,buildyear,carparkcou,buildingar,plotratio,pmfee,developer,greeningra,totalhouse,totalbuild,standard_p,specialpri,residentia,longitude,latitude
三角地小区,北京市丰台区南苑路三角地小区,6,丰台区,110106,2000,1021,98086,1.2,2.3,无,32.5,1187,20,43415, ,住宅,116.4067129,39.80515256
力源里小区,北京市朝阳区建国路力源里小区,5,朝阳区,110105,1975,250,91944.61,2.1,1.5,神华北京电力有限责任公司,35,766,5,65298, ,住宅,116.4858159,39.90853773
苇子坑1号院,北京市丰台区成寿寺路苇子坑1号院,6,丰台区,110106,2000,100,34616.41,2,0.6,无,35,486,10,53815, ,住宅,116.4391266,39.8454829
蓝色家园,北京市朝阳区广顺南大街21号蓝色家园,5,朝阳区,110105,2003,575,80505.31,5,2.27,北京东环望京房地产有限公司,32,645,3,66500, ,住宅,116.4738222,39.98377846
白西社区,北京市朝阳区三里屯南路白西社区,5,朝阳区,110105,1980, ,49152.93,2.9,0.5,北京绿都源房地产开发有限公司,36,504,3,82712, ,住宅,116.4504566,39.93096359
世纪东方嘉园北区,北京市朝阳区化工路世纪东方嘉园北区,5,朝阳区,110105,2004,1953,240374.22,2.5,1.35,华瀚投资集团有限公司, ,2346,9,60127, ,住宅,116.4884847,39.87623421
张家坟北里,北京市丰台区张家坟路张家坟北里,6,丰台区,110106,1990, ,41900,1.3,3,无,30,764,12,27418,小产权房,住宅,116.1667288,39.81572387
中广宜景湾,北京市朝阳区望京西路中广宜景湾,5,朝阳区,110105,2009,1336,105733.06,6.11,3.28,北京中广房地产开发有限责任公司,30,738,9,78485, ,住宅,116.4481228,39.98753679
政馨园一区,北京市丰台区顺八条4号政馨园一区,6,丰台区,110106,2003,320,51435.6,1.6,1.25,北京政华住宅合作社,30,2432,5,52526, ,住宅,116.4260034,39.84730341
育芳园甲1号院,北京市丰台区育芳园北路育芳园甲1号院,6,丰台区,110106,1999,50,51896.93,3.3,0.55,中铁丰桥桥梁有限公司,36,312,3,61574, ,住宅,116.3144566,39.84987573
丽高花园,北京市顺义区开发街丽高花园,12,顺义区,110113,2003,900,465617.77,2.5,7.8,北京丽高房地产,40,632,160,59222,其他,住宅,116.556026,40.04512099
流星花园一区,北京市昌平区龙禧一街流星花园一区,13,昌平区,110114,2003,300,101426.11,0.69,2.5,北京新龙房地产开发有限公司,45,942,69,50871,其他,住宅,116.3342858,40.08641898
龙锦苑东二区,北京市昌平区回龙观三街龙锦苑东二区,13,昌平区,110114,2007,500,190339.57,1.5,0.65,首开集团,30,1346,18,38343, ,住宅,116.3624067,40.0845671
大钟寺村小区,北京市海淀区四道口路大钟寺村小区,8,海淀区,110108,1985,20,11299.23,1.5,0,无,30,252,2,88897, ,住宅,116.332238,39.96310424
皂君庙甲16号院,北京市海淀区皂君庙斜街皂君庙甲16号院,8,海淀区,110108,1998,40,22719.36,3.96,0.8,中国航天部,35,384,1,90236, ,住宅,116.3317877,39.95854988
万泉庄小区,北京市海淀区万柳东路万泉庄小区,8,海淀区,110108,1989, ,58426.82,1.3,3,北京海开房地产集团公司,30,1056,19,100205, ,住宅,116.2968793,39.96864755
黄寺大街24号院,北京市西城区黄寺大街24号院,4,西城区,110102,1981,300,203977.58,4.3,0.5,北京住总房地产开发有限公司,45,1512,20,125236, ,住宅,116.3796069,39.96015413
六铺炕三区,北京市西城区安德里北街六铺炕三区,4,西城区,110102,1952, ,107105.88,1.31,0.5,水利电力规划院,30,942,24,129261, ,住宅,116.3799187,39.95261166
安德东里,北京市西城区安德里北街安德东里,4,西城区,110102,1977, ,22315.2,2,0.5,北京市西城区城市建设开发公司,30,224,6,122340, ,住宅,116.3866381,39.95535319
新德街35号院,北京市西城区新德街35号院,4,西城区,110102,2000,100,43146.61,2.6,0.75,暂无,31,442,4,129683, ,住宅,116.3681125,39.95568226
北京永铁苑小区,北京市东城区永定门外大街北京永铁苑小区,3,东城区,110101,2001,500,36477.35,1.3,0.3,北京中铁东兴房地产开发有限公司,30,1232,5,67803, ,住宅,116.3873503,39.86724913
和平里九区,北京市东城区青年沟路和平里九区,3,东城区,110101,1960,150,54087.1,1.3,2.8,无,30,453,11,97565, ,住宅,116.4062619,39.95968357
绿景苑,北京市东城区夕照寺大街绿景苑,3,东城区,110101,2003,990,116767.33,4.14,2.56,北京兴隆置业有限公司,40,1054,7,98798, ,住宅,116.431953,39.88721287
交东小区,北京市东城区交道口东大街交东小区,3,东城区,110101,2003,686,126971.14,1.44,0.5,北京东方康泰房地产开发经营有限责任公司,30,2586,25,114082, ,住宅,116.4061522,39.93857075
新世界家园,北京市东城区崇文门外大街新世界家园,3,东城区,110101,2000,850,90164.39,2.44,2.98,北京崇文新世界房地产发展有限公司,30,628,6,120309, ,住宅,116.4104351,39.89338937
安外花园,北京市东城区和平里中街安外花园,3,东城区,110101,1979,150,150369.07,3.3,0.89,北京建成物业管理有限责任公司,30,863,10,95580, ,住宅,116.4048229,39.95655012
清水苑,北京市东城区东直门外大街清水苑,3,东城区,110101,1980, ,81019.25,1.43,0.58,自来水公司,30,321,7,95675, ,住宅,116.4304147,39.945189
胡家园小区,北京市东城区东直门外大街胡家园小区,3,东城区,110101,1985, ,150853.47,2,1.3,北京中免房地产开发有限责任公司,35,1547,24,86089, ,住宅,116.4380446,39.94358955
京城仁合,北京市东城区广渠门北里36号京城仁合,3,东城区,110101,2002,408,110023.84,3.94,1.8,北京市房地产综合开发经营公司,22.38,896,3,81493, ,住宅,116.4356775,39.8963847
李村南里,北京市东城区景泰路李村南里,3,东城区,110101,1980, ,49028.8,3,0.6,北京城乡房屋建设开发有限责任公司,30,714,7,78931, ,住宅,116.4082841,39.86511751
安苑里,北京市朝阳区安定路21号安苑里,5,朝阳区,110105,1983,200,120375.28,2.8,0.8,北京北辰房地产开发有限公司,20,756,12,74878, ,住宅,116.4026153,39.97974614
岭南路38号院,北京市海淀区岭南路38号院,8,海淀区,110108,1992,10,3379.32,0.4,1.8,中建一局集团房地产开发有限公司,30,112,1,107932, ,住宅,116.2954648,39.92645796
岭南路36号院,北京市海淀区岭南路36号院,8,海淀区,110108,1993,20, ,1.3,1.5,中建一局集团房地产开发有限公司,20,24,1,77419,单位产房,住宅,116.295851,39.92608066
岭南路30号院,北京市海淀区岭南路30号院,8,海淀区,110108,1979,40,42556.34,3.5,0.6,天洪集团,20,534,4,110776, ,住宅,116.2975312,39.92638267
岭南路26号院,北京市海淀区岭南路26号院,8,海淀区,110108,1979,80,19400.89,2,0.8,北京建工集团有限责任公司,30,214,3,105196, ,住宅,116.2991035,39.92618986
苏州街29号院,北京市海淀区苏州街29号院,8,海淀区,110108,1992, ,21658.27,2.1,0,无,25,242,5,104810, ,住宅,116.2967372,39.97905002
羊坊店17号院,北京市海淀区羊坊店西路羊坊店17号院,8,海淀区,110108,2000,262,25065.86,2.2,1.8,无,20,302,5,77447, ,住宅,116.3117652,39.89985666
永定路东街5号院,北京市海淀区永定路东街5号院,8,海淀区,110108,1980, ,7605.68,2,0.5,北京城建集团,35,147,2,91309, ,住宅,116.2600595,39.90402451
南木樨园,北京市丰台区南苑路9号南木樨园,6,丰台区,110106,1985, ,34971.76,1,0.8,无,20,1106,12,56754, ,住宅,116.3981454,39.85406457
骚子营,北京市海淀区万泉河快路骚子营,8,海淀区,110108,1985,30,29147.35,2,0.5,单位自建,30,384,5,77460, ,住宅,116.2770089,40.00663564
有研大院,北京市海淀区北三环中路甲43号有研大院,8,海淀区,110108,1999, ,237368.51,2.7,0.4,有色金属研究院,30,1483,18,99782, ,住宅,116.3660292,39.9715128
菜户营小区,北京市丰台区菜户营东街11号菜户营小区,6,丰台区,110106,2010,60,33506.64,3,0,无,40,252,3,66148, ,住宅,116.340202,39.86942147
长龙苑小区,北京市房山区高宁路长龙苑小区,10,房山区,110111,1999,150,86509.6,1.3,1.25,北京长龙房地产开发有限公司,45,938,45,30988,其他,住宅,116.2077714,39.80665573
金顶北路9号院,北京市石景山区金顶北路9号院,7,石景山区,110107,2001,150,9599.22,1.3,0.76,北京金鼎房地产开发公司,25,252,2,43937, ,住宅,116.1652964,39.92895442
金隅滨河园,北京市石景山区燕堤南路金隅滨河园,7,石景山区,110107,2013,6508,389381.4,2.28,0,无,30,7287,37,39999, ,住宅,116.1617092,39.89463213
水泥厂小区,北京市石景山区京原路68号水泥厂小区,7,石景山区,110107,1990,300,81285.45,1.3,0,燕山水泥厂,30,937,14,41732, ,住宅,116.1735313,39.8920352
洋桥73号院,北京市丰台区马家堡东路洋桥73号院,6,丰台区,110106,2002,200,17174.64,2.7,1.86,华润置地（北京）股份有限公司,30,174,1,48190, ,住宅,116.3783191,39.85162205
阜成路11号院,北京市海淀区阜成路11号院,8,海淀区,110108,1976,110,62907.47,2,1,北京建工集团有限责任公司,25,806,9,109267, ,住宅,116.3116933,39.92591788
营福路9号院,北京市海淀区西三旗营福路9号营福路9号院,8,海淀区,110108,1987, ,24313.74,2.86,0,北京建工四建房地产开发有限公司,30,184,1,74561, ,住宅,116.3349687,40.0418331
阜石路甲9号院,北京市海淀区阜石路甲9号院,8,海淀区,110108,2000,72,20895.86,2.5,1,无,30,80,1,51147,军产房,商业服务,116.2606454,39.92366981
西现代城,北京市石景山区杨庄北区中街西现代城,7,石景山区,110107,2003,1000,66986.13,2.85,1.85,北京市兴华房地产开发公司,30,1552,3,52532, ,住宅,116.1836889,39.92397744
天翠阳光新城,北京市石景山区五里坨西街12号天翠阳光新城,7,石景山区,110107,2012,1438,171629.27,3.33,1.83,单位自建,30,1645,15,28962, ,住宅,116.1155851,39.952897
新苑街15号院,北京市海淀区新苑街15号院,8,海淀区,110108,1982,55,24065,2,0,无, ,216,4,98634, ,住宅,116.3252314,39.93514577
东瑞丽景家园,北京市丰台区丰管路9号东瑞丽景家园,6,丰台区,110106,2003,60,18639,2.45,2.32,北京市裕发东瑞房地产开发有限公司,35.9,288,2,57929, ,住宅,116.2951048,39.85722138
西局玉园北区,北京市丰台区西局南街138号西局玉园北区,6,丰台区,110106,2013,564,99357.16,2,1.8,北京宏基源房地产开发有限公司, ,3816,12,47970,回迁房,住宅,116.2953086,39.86891879
地震局宿舍,北京市石景山区玉泉西街1号地震局宿舍,7,石景山区,110107,2000,156,29561.37,1.3,0,北京城建房地产开发有限公司,30,480,5,54742, ,住宅,116.2409187,39.91374143
车公庄西路23号院,北京市海淀区车公庄西路23号院,8,海淀区,110108,1984,32,7697.61,2.2,1,无,30,150,2,92480, ,住宅,116.3115444,39.93149179
风和日丽,北京市丰台区帝京路3号风和日丽,6,丰台区,110106,2000,90,10658.13,1.42,1.7,北京锦丰房地产开发有限公司,50,78,3,65188, ,住宅,116.2876413,39.83190073
万寿路西街9号院,北京市海淀区万寿路西街9号院,8,海淀区,110108,1992,300,43396.2,2.1,0.5,东升集团,60,382,7,110720, ,住宅,116.2832086,39.90970476
横七条16号院,北京市丰台区横七条16号院,6,丰台区,110106,2004,340,24419.89,2,1.2,北京城建燕都房地产开发有限责任公司, ,682,3,40325, ,住宅,116.4182252,39.85491696
玉泉医院家属楼,北京市石景山区石景山路5号玉泉医院家属楼,7,石景山区,110107,1992, ,40094.65,1.2,0,无,30,190,5,39685,单位产房,住宅,116.2403597,39.90738157
卢沟桥北里,北京市丰台区东关南街卢沟桥北里,6,丰台区,110106,2001,889,96634.57,1.24,0.5,无,31.5,928,18,48794, ,住宅,116.2259891,39.85018718
建欣苑五里,北京市丰台区大红门西路4号建欣苑五里,6,丰台区,110106,2004,400,51316.15,1.85,0.52,北京金隅嘉业房地产开发公司,32.5,744,7,50775, ,住宅,116.3870748,39.839518
北京香颂,北京市朝阳区望京西路北京香颂,5,朝阳区,110105,2007,1200,259728.75,2.86,1.8,北京世安住房股份有限公司,40,1734,21,82077, ,住宅,116.4472712,39.9903175
京师园,北京市朝阳区林萃路9号京师园,5,朝阳区,110105,2002,1388,112926.86,1.6,1.8,北京京师大房地产开发有限公司,35,1255,10,100798, ,住宅,116.3659303,40.01542432
志新北里小区,北京市海淀区志新路志新北里小区,8,海淀区,110108,1983,395,201518.14,3.5,0.5,北京城建集团有限责任公司,30,1648,16,81286, ,住宅,116.3608885,39.99139264
武圣东里,北京市朝阳区武圣路武圣东里,5,朝阳区,110105,1965,300,201845.47,1.8,0.6,北京中科联房地产开发有限公司,35,2235,43,58515, ,住宅,116.4639386,39.87652855
拂林园,北京市朝阳区北苑路拂林园,5,朝阳区,110105,2000,900,148614.66,1.71,1.4,北京北辰实业股份有限公司,35.12,1679,20,68368, ,住宅,116.4101161,40.02721691
南湖中园二区,北京市朝阳区湖光北街南湖中园二区,5,朝阳区,110105,1994,300,286271.01,2,0.68,北京市新兴房地产开发有限公司,38,2906,37,67761, ,住宅,116.4539946,39.99701604
外企公寓,北京市朝阳区西大望路15号外企公寓,5,朝阳区,110105,2009,402,58409.21,4.89,3.6,北京市新地房地产开发有限责任公司,30,298,2,75347, ,高档公寓,116.470441,39.89389257
澳洲康都,北京市朝阳区望京北路39号澳洲康都,5,朝阳区,110105,2005,1310,259490.35,4.67,2.5,北京世纪润通房地产开发有限公司,30.5,2406,9,78867, ,住宅,116.4541638,40.01193871
湖南小区,北京市延庆区妫水南街湖南小区,19,延庆区,110119,2006,1302,308616.61,2.9,0,北京夏都房地产开发有限公司,35,1423,31,34435, ,住宅,115.978962,40.44968203
天翠园,北京市朝阳区双营路天翠园,5,朝阳区,110105,2006,330,47326.63,1.66,2.85,北京北辰房地产开发股份有限公司,30,309,10,75112, ,住宅,116.4066047,40.03504273
博雅园,北京市朝阳区农展馆南路博雅园,5,朝阳区,110105,2000,620,112209.55,5.88,5.09,北京世纪京华房地产开发有限公司,40,476,3,82661, ,高档公寓,116.4651191,39.93428778
溪山嘉园,北京市海淀区旱河路131号溪山嘉园,8,海淀区,110108,2004,1368,252207.02,2,4,北京三九建业房地产开发有限公司,42,1571,50,43484,回迁房,住宅,116.2328998,39.95483497
水清木华园,北京市海淀区成府路水清木华园,8,海淀区,110108,2000,71,59253.14,2,1.2,北京汇泽房地产开发有限公司,30,765,7,99079, ,住宅,116.3230728,39.98925421
六号院社区,北京市丰台区临泓路6号六号院社区,6,丰台区,110106,2001,200,36011.88,2.26,0.99,北京金隅嘉业房地产开发公司,30,448,2,57146, ,住宅,116.3916472,39.84344715
玉泉路三街坊,北京市海淀区玉泉路三街坊,8,海淀区,110108,1960, ,395831.35,3,0.2,航空航天设计院,30,1941,46,69514, ,住宅,116.2504577,39.91265636
清河中街69号院,北京市海淀区清河中街69号院,8,海淀区,110108,2005,301,61289.87,2.6,1.95,北京方恒房地产开发有限公司,30,733,7,62489, ,住宅,116.3321382,40.03036325
观澜国际花园,北京市海淀区紫竹院路观澜国际花园,8,海淀区,110108,2003,1190,215342.32,2.1,2.66,北京天鸿宝业房地产股份有限公司,45,1115,7,100516, ,住宅,116.2865387,39.94343129
首体南路2号院,北京市海淀区首体南路2号院,8,海淀区,110108,1996,200,60641.99,3,0.5,机械研究院,25,425,8,100898, ,住宅,116.3156556,39.9347145
永泰西里,北京市海淀区永泰中路永泰西里,8,海淀区,110108,1996,1000,241915.61,2.5,0.6,北京天鸿集团公司,30,2430,22,69556, ,住宅,116.3483105,40.03175758
紫竹花园,北京市海淀区紫竹院路88号紫竹花园,8,海淀区,110108,2000,1000,82843.09,4.2,2.8,北京紫竹花园房地产开发有限公司,36,706,6,73341, ,住宅,116.2976652,39.94257907
兰德华庭,北京市海淀区阜石路35号兰德华庭,8,海淀区,110108,2002,800,157416,1.91,2.1,北京罗兰德房地产开发有限公司,40,1421,10,73346, ,住宅,116.2445073,39.92699683
农业职业学院家属院,北京市海淀区普安路30号农业职业学院家属院,8,海淀区,110108,1999,30,29043.96,3.1,0.75,无,15,126,6,61709, ,住宅,116.2209991,39.98991017
亿城西山公馆,北京市海淀区东北旺西路8号亿城西山公馆,8,海淀区,110108,2010,356,98729.74,2.44,4.6,北京亿城房地产开发有限公司,46,909,3,77427, ,住宅,116.2870714,40.04296286
阳光南里,北京市海淀区清河二街72号阳光南里,8,海淀区,110108,1995,255,40309.7,1.35,0.8,北京首创集团阳光房地产开发公司,30,588,11,66416, ,住宅,116.3326492,40.03200273
知春路47号院,北京市海淀区知春路47号院,8,海淀区,110108,1996,55,3898.4,1.5,1.8,北京市海淀区房地产经营开发总公司,30,120,1,80622, ,住宅,116.3325807,39.97646087
兴景路299号院,北京市丰台区兴景路299号院,6,丰台区,110106,2007,1500,136742.78,3.5,1.7,北京中粮万科假日风景房地产开发有限公司, ,696,12,74849, ,住宅,116.2376975,39.86355894
高能所小区,北京市石景山区玉泉路19号高能所小区,7,石景山区,110107,1986,450,284029.39,3.09,0.5,中城建房地产开发有限公司,30,1575,29,65931, ,住宅,116.2450767,39.91202375
宜兰园二区,北京市丰台区京开西路宜兰园二区,6,丰台区,110106,2006,80,84604.07,1.78,0.14,北京丰台黄土岗农工商联合公司,30,748,11,43234, ,住宅,116.3311576,39.82672302
